frame,time,intensity,motion,contrast,dynamics,color_arousal,color_valence,color_dominance,color_harmony,audio_volume,audio_brightness,audio_tempo,audio_energy,pleasure,arousal,dominance,boredom,engagement,stress_level,neural_activity,visual_engagement,cognitive_load,emotional_variability,narrative_tension,narrative_payoff,parameter
0,0.0,0.0,0.0,0.0,0.0,0,0.589591487075041,0,1.0,0.0,1.0,0.5,0.35,0.5985856163810115,0.22349999999999998,0.15,0.5770817025849917,0.063,0.007919553083998138,0.06999999999999999,0,0.105,0,0,0,DATA
4,0.16666666666666666,0.0,0.0,0.0,0.0,0,0.589591487075041,0,1.0,0.0,1.0,0.5,0.35,0.6281613012953149,0.14054999999999998,0.045,0.5770817025849917,0.063,0.007919553083998138,0.06999999999999999,0,0.105,0.07250856163810114,0,0,DATA
8,0.3333333333333333,0.0,0.0,0.0,0.0,0,0.589591487075041,0,1.0,0.0,1.0,0.5,0.35,0.6370340067696059,0.11566499999999999,0.0135,0.5770817025849917,0.063,0.007919553083998138,0.06999999999999999,0,0.105,0.021752568491430323,0,0,DATA
12,0.5,0.04552355664488018,0.25,0.25,0.25,0,0.589591487075041,0,1.0,0.0,1.0,0.5,0.35,0.5871958184118932,0.17819949999999998,0.013609946895424836,0.5645817025849917,0.2066418845315904,0.018690734592567794,0.22910471132897603,0.209104711328976,0.259552355664488,0.03749421175104584,0,0,DATA
16,0.6666666666666666,0.07338269335511982,0.2086543436819172,0.30031343831260243,0.24917235018970132,0,0.589591487075041,0,1.0,0.0,1.0,0.5,0.35,0.5809269497313768,0.1853830662309368,0.019493349673202612,0.5666489854008959,0.19833685954627683,0.01669196915766043,0.22820096380631133,0.21314954265654174,0.26854925050389045,0.00644527922974365,0,0,DATA
20,0.8333333333333334,0.09221983932461873,0.1801494700889615,0.33405315035867367,0.26623056930775957,0,0.589591487075041,0,1.0,0.0,1.0,0.5,0.35,0.5850323125817426,0.17955677149419025,0.025214171160130718,0.5680742290805436,0.1931729759969053,0.015364138542089062,0.22731438597224307,0.2173427579388864,0.27800380589702645,0.0052174930246801495,0,0,DATA
24,1.0,0.10673186809446,0.16036080230703392,0.35955465731399533,0.24532773424597482,0,0.589591487075041,0,1.0,0.0,1.0,0.5,0.35,0.5904195416710571,0.17226805609422655,0.029977943647875815,0.56906366246964,0.1886425386178888,0.014466414053796693,0.22740162600450464,0.21788986516050163,0.2786815183331949,0.0058132389923411165,0,0,DATA
28,1.1666666666666667,0.11823863442946622,0.1447083184402233,0.37922090612255865,0.22804770765654264,0,0.589591487075041,0,1.0,0.0,1.0,0.5,0.35,0.5953227320098817,0.16569874599153048,0.033823496324550645,0.5698462866629807,0.18497083517141538,0.013770309467832987,0.2273752354864943,0.21810209686440443,0.2789448792709283,0.0051060177060651595,0,0,DATA
32,1.3333333333333333,0.12826858849249576,0.13345999568809006,0.39567124782597146,0.21367252170295384,0,0.589591487075041,0,1.0,0.0,1.0,0.5,0.35,0.599155836889477,0.16057842259012436,0.0370834524807893,0.5704087028005873,0.1826729359618704,0.013277694037236977,0.2281719655389295,0.21910634249182198,0.27949817449954667,0.004071128145746695,0,0,DATA
36,1.5,0.13803951354847493,0.12519956767429194,0.4093870868677435,0.20153392831285233,0,0.589591487075041,0,1.0,0.0,1.0,0.5,0.35,0.6020404582362533,0.15672940572583907,0.040113333589416524,0.5708217242012771,0.18131079571023812,0.012919993160502,0.22956514715296045,0.22065724867102005,0.2802374438854976,0.0032545064398962556,0.15164939450896098,0,DATA
40,1.6666666666666667,0.14687991279213702,0.11853840178748266,0.4205953714505867,0.1911840301392128,0.19577563316993463,0.6461668936105901,0.21987413194444444,0.8626582924836601,0.0,1.0,0.5,0.35,0.6201458033064697,0.19482245718393315,0.10444353870761816,0.5304733562130176,0.21552417348859118,0.016499087616877923,0.2309104175635378,0.22208835772251778,0.28085440043782534,0.04017620054883739,0,0,DATA
44,1.8333333333333333,0.15423939468727302,0.11199207402868555,0.4299640553120386,0.18222845545092026,0.19577563316993463,0.6461668936105901,0.21987413194444444,0.8626582924836601,0.0,1.0,0.5,0.35,0.6269521356568821,0.20441740084889815,0.12528809144105724,0.5308006726009575,0.2142604200125257,0.016208474394955465,0.23163751961133655,0.2228567706876324,0.28115945549122384,0.012415276249605487,0,0,DATA
48,2.0,0.16049990442223894,0.10696860074157868,0.4383705943047073,0.1743033397816484,0.19577563316993463,0.6461668936105901,0.21987413194444444,0.8626582924836601,0.0,1.0,0.5,0.35,0.6300489647522982,0.2058893114279977,0.1328561643054318,0.5310518462653129,0.2134436515288296,0.015986930377432183,0.23256154004202073,0.2238289334506563,0.2815485970859672,0.004045604179630069,0,0,DATA
52,2.1666666666666665,0.17867761621208308,0.10978572251550192,0.4799425577116304,0.16615048244478706,0.19577563316993463,0.6461668936105901,0.21987413194444444,0.8626582924836601,0.0,1.0,0.5,0.35,0.6303864179083992,0.2071196786984261,0.1389439056406114,0.5309109901766167,0.22068723849694277,0.016111013776044868,0.24563832379094347,0.24024762780658523,0.2925513559153986,0.002551853920569669,0,0,DATA
56,2.3333333333333335,0.19697208343807604,0.11325483518728004,0.5219303873891117,0.15868865488491307,0.19577563316993463,0.6461668936105901,0.21987413194444444,0.8626582924836601,0.0,1.0,0.5,0.35,0.629759140194156,0.20846014042765248,0.14461206615862382,0.5307375345430277,0.22827850740263625,0.016264364423497015,0.25908242824034955,0.25714433246775203,0.30390576144616016,0.0025452999871606687,0.03397645055618401,0,DATA
60,2.5,0.2154453007164404,0.11611329761605496,0.5640802104201917,0.15225538996292176,0.19577563316993463,0.6461668936105901,0.21987413194444444,0.8626582924836601,0.0,1.0,0.5,0.35,0.6289706797698404,0.20966264842647736,0.15019188994248406,0.530594611421589,0.23570039792326533,0.016391177332977284,0.2723504212737484,0.2739839813120598,0.3154326553116846,0.0025235974023335626,0,0,DATA
64,2.6666666666666665,0.22009915210742415,0.042603328724652265,0.5294078980769942,0.1443323624654778,0.19577563316993463,0.6461668936105901,0.21987413194444444,0.8626582924836601,0.0,1.0,0.5,0.35,0.6441712351097404,0.18944060953653208,0.15284314586974873,0.5342701098661591,0.20219111989690147,0.013260857425919871,0.2369427415267446,0.23431676758099174,0.29461886153178435,0.0126912833857033,0,0,DATA
68,2.8333333333333335,0.22469722798307354,0.09588788060703454,0.5674610595160097,0.13856428411618193,0.19577563316993463,0.6461668936105901,0.21987413194444444,0.8626582924836601,0.0,1.0,0.5,0.35,0.6375416458164099,0.19829367239661555,0.1546041185818145,0.5316058822720401,0.22820844295861636,0.015502747948778714,0.26678680974263047,0.26738934410584964,0.3114310265916013,0.0057478749551599,0,0,DATA
72,3.0,0.22925988771577005,0.09735563497605051,0.5710875842247441,0.1443685293839357,0.19577563316993463,0.6461668936105901,0.21987413194444444,0.8626582924836601,0.0,1.0,0.5,0.35,0.6352445406109175,0.20136056247796505,0.1560905689393005,0.5315324945535892,0.22982791026059676,0.015566527289827995,0.26901174837852304,0.27055735973939105,0.31417493595095775,0.002283481881442645,0,0,DATA
76,3.1666666666666665,0.23332803073152333,0.09803806559905934,0.5741311008871395,0.14979091721625973,0.19577563316993463,0.6461668936105901,0.21987413194444444,0.8626582924836601,0.0,1.0,0.5,0.35,0.634412098618438,0.20247171007681236,0.1573908140798545,0.5314983730224389,0.23100845146384094,0.015596218394770751,0.2707070525633563,0.2730992543736962,0.316529471578048,0.0010812782439602875,0.0294114196797178,0,DATA
80,3.3333333333333335,0.23714790069339697,0.09978777190813647,0.5771286639630222,0.14435369657603755,0.20199248536220044,0.6541540752217027,0.22975558278867103,0.8606164896514161,0.0,1.0,0.5,0.35,0.6360313385468994,0.204600511083384,0.1613498665503976,0.5288809235559225,0.2332751757225266,0.015678100372836873,0.2727704216945384,0.27491865774844443,0.3168358611615232,0.00256903113519207,0,0,DATA
84,3.5,0.24006577190170938,0.10050176029846442,0.5793412084276197,0.13942484668865154,0.20199248536220044,0.6541540752217027,0.22975558278867103,0.8606164896514161,0.0,1.0,0.5,0.35,0.636367172963469,0.20543906813464732,0.16315033524530612,0.5288452241364061,0.23386255211557902,0.015709144857405807,0.2740821001852516,0.2759587056968787,0.3168021126795758,0.0009916200542471425,0,0,DATA
88,3.6666666666666665,0.24149492128582203,0.10055074649369396,0.5813852525111886,0.13491112896630297,0.20199248536220044,0.6541540752217027,0.22975558278867103,0.8606164896514161,0.0,1.0,0.5,0.35,0.6364576361874417,0.20570435138469056,0.16399059722444234,0.5288427748266447,0.23406121512553413,0.01571127573751039,0.2747963333568797,0.27642597150462883,0.316560643023694,0.00039866948438404176,0,0,DATA
92,3.8333333333333335,0.2423255313076085,0.10014887279425716,0.5833568563988865,0.13090244406297405,0.20199248536220044,0.6541540752217027,0.22975558278867103,0.8606164896514161,0.0,1.0,0.5,0.35,0.6365691686315152,0.20567141172386127,0.16441710392275838,0.5288628685116165,0.23404315951789298,0.01569379796440806,0.2751960266590019,0.2766219567051879,0.31627458696221583,0.00019032626773963593,0,0,DATA
96,4.0,0.24328346923705377,0.10084137567192818,0.5855766589062588,0.12735357991330645,0.20199248536220044,0.6541540752217027,0.22975558278867103,0.8606164896514161,0.0,1.0,0.5,0.35,0.6364572027604263,0.20585543063136033,0.16474622289743668,0.5288282433677329,0.23452121743821494,0.015723920479031362,0.2761085758974338,0.2774015997793903,0.3163194339837206,0.00020836791775544206,0.050985340559029854,0,DATA
100,4.166666666666667,0.2396231683111279,0.12040477707082244,0.5778968361745723,0.1296626660187547,0.20199248536220044,0.6541540752217027,0.22975558278867103,0.8606164896514161,0.0,1.0,0.5,0.35,0.6323152987053319,0.21138838869530047,0.16407629539539575,0.5278500732977882,0.24122453864011417,0.016584876118338965,0.281665911725469,0.2824218619448018,0.31742977563913016,0.003448263207025154,0,0,DATA
104,4.333333333333333,0.23569662440296632,0.12262548635378294,0.5700517289447257,0.13191973563626103,0.20199248536220044,0.6541540752217027,0.22975558278867103,0.8606164896514161,0.0,1.0,0.5,0.35,0.6306063785393818,0.21367007471371147,0.16305074292406954,0.5277390378336402,0.24094756875776407,0.01668382524715345,0.2801998652110516,0.28039701166915026,0.3158603647567977,0.0016720528852290824,0,0,DATA
108,4.5,0.23200722463130552,0.12462418647042409,0.5623892516965043,0.13556663033483424,0.20199248536220044,0.6541540752217027,0.22975558278867103,0.8606164896514161,0.0,1.0,0.5,0.35,0.6296739754651022,0.21491421655189424,0.1619683032306229,0.5276391028278082,0.24067827534084404,0.016773094735060577,0.27872896985373163,0.27852455805686543,0.3146049894247871,0.0010863282019696978,0,0,DATA
112,4.666666666666667,0.22796238687782805,0.126853989447267,0.5549161912181093,0.09892022690871868,0.20199248536220044,0.6541540752217027,0.22975558278867103,0.8606164896514161,0.0,1.0,0.5,0.35,0.6289259959176813,0.21591180393686513,0.16079415539435862,0.527527612678966,0.23888398611685102,0.016872923752574823,0.2773173113980943,0.2727009532107771,0.3053374302911439,0.0009732382562186818,0,0,DATA
116,4.833333333333333,0.22368141968325791,0.12885834880474664,0.5470138157557628,0.09763533828960275,0.20199248536220044,0.6541540752217027,0.22975558278867103,0.8606164896514161,0.0,1.0,0.5,0.35,0.6282806865883843,0.2167723007724507,0.1595429079326196,0.527427394711092,0.23834357188403105,0.0169628734515395,0.2756823866097028,0.27014730201423937,0.30297741588589905,0.000919017875540514,0.08727200903364922,0,DATA
120,5.0,0.22001146278490027,0.0777699881216504,0.5056396464068617,0.08863140523553115,0.24819406147875817,0.7033644088709187,0.23856924019607845,0.7937448937908497,0.0,1.0,0.5,0.35,0.6525945429548259,0.2124280398163365,0.1608646668195169,0.5132095095979199,0.2206058571158733,0.014901117957488027,0.24623821708701255,0.23566532225125184,0.2828028371455592,0.009993292069817675,0,0,DATA
124,5.166666666666667,0.21615571843053458,0.08762125192988299,0.5249941373571,0.09238451174748674,0.24819406147875817,0.7033644088709187,0.23856924019607845,0.7937448937908497,0.0,1.0,0.5,0.35,0.6578199344650295,0.21388311539580737,0.16045148817116928,0.5127169464075084,0.22671056626532388,0.015313104537112196,0.2532784719294801,0.2450163368399388,0.28948419632130823,0.0023645485793406993,0,0,DATA
128,5.333333333333333,0.21153014758253727,0.09677590033230105,0.5250242569884978,0.10086035641652907,0.24819406147875817,0.7033644088709187,0.23856924019607845,0.7937448937908497,0.0,1.0,0.5,0.35,0.6574650757535829,0.2168829396223257,0.15935616469858557,0.5122592139873874,0.23034502810098076,0.015700342794350387,0.2560212410471274,0.2486097023876301,0.2920975353385291,0.0014833354701828672,0,0,DATA
132,5.5,0.20725513763197587,0.10628739519200378,0.5254113584869446,0.1117663405472469,0.24819406147875817,0.7033644088709187,0.23856924019607845,0.7937448937908497,0.0,1.0,0.5,0.35,0.6553612042196113,0.22044610545099796,0.15812981556719258,0.5117836392444024,0.23429031679385928,0.01610714960708993,0.2590482573005856,0.25276602720400476,0.2953747307731837,0.0022977954980122985,0,0,DATA
136,5.666666666666667,0.20287080243422156,0.11571671184225914,0.5249411129311683,0.11296988764326939,0.24819406147875817,0.7033644088709187,0.23856924019607845,0.7937448937908497,0.0,1.0,0.5,0.35,0.6527498862628661,0.22415526386167112,0.15684120043624628,0.5113121734118896,0.23770300905528882,0.01651494234879242,0.26184906780998163,0.2556401678674254,0.296473842781207,0.002536363832788213,0.03471501355267774,0,DATA
140,5.833333333333333,0.19884557121459695,0.122885340465512,0.5242203298306018,0.1141599263630236,0.24819406147875817,0.7033644088709187,0.23856924019607845,0.7937448937908497,0.0,1.0,0.5,0.35,0.6504610788649594,0.22727522739938388,0.1556093173408412,0.510953741980727,0.24020954958374222,0.016827964785412763,0.2637673163952446,0.25760534201460716,0.29720442592154167,0.0022135513436748466,0,0,DATA
144,6.0,0.19921099248994473,0.16524213767058127,0.5301947556720994,0.11238849994140261,0.24819406147875817,0.7033644088709187,0.23856924019607845,0.7937448937908497,0.0,1.0,0.5,0.35,0.6408795092325229,0.24007111967811712,0.1553164908800427,0.5088359021204735,0.2578275762119126,0.018730362560295512,0.2819780047006413,0.27623633026199157,0.3047338088058871,0.007556762790656081,0,0,DATA
